date,rate,lower bound,upper bound
1978-12-31,2.9144479580036724,-9.013146066635239,14.842041982642582
1979-12-31,3.0052045867358874,-8.914839582710531,14.925248756182306
1980-12-31,3.095961215468103,-8.816533431422627,15.008455862358833
1981-12-31,3.186717844200318,-8.718227613404352,15.091663301804989
1982-12-31,3.277474472932533,-8.61992212929011,15.174871075155174
1983-12-31,3.3682311016647484,-8.521616979715887,15.258079183045382
1984-12-31,3.4589877303969634,-8.423312165319256,15.341287626113182
1985-12-31,3.5497443591291784,-8.325007686739387,15.424496404997743
1986-12-31,3.640500987861394,-8.22670354461704,15.507705520339828
1987-12-31,3.731257616593609,-8.128399739594585,15.590914972781803
1988-12-31,3.822014245325824,-8.030096272315998,15.674124762967647
1989-12-31,3.9127708740580394,-7.931793143426861,15.75733489154294
1990-12-31,4.003527502790254,-7.833490353574383,15.840545359154891
1991-12-31,4.094284131522469,-7.735187903407388,15.923756166452327
1992-12-31,4.185040760254685,-7.636885793576328,16.0069673140857
1993-12-31,4.2757973889869,-7.538584024733295,16.090178802707094
1994-12-31,4.366554017719115,-7.440282597532009,16.17339063297024
1995-12-31,4.45731064645133,-7.341981512627837,16.2566028055305
1996-12-31,4.548067275183545,-7.2436807706777895,16.33981532104488
1997-12-31,4.63882390391576,-7.1453803723405365,16.423028180172057
1998-12-31,4.729580532647976,-7.047080318276397,16.50624138357235
1999-12-31,4.820337161380191,-6.948780609147361,16.589454931907746
2000-12-31,4.911093790112406,-6.850481245617083,16.672668825841896
2001-12-31,5.001850418844621,-6.752182228350889,16.75588306604013
2002-12-31,5.092607047576836,-6.653883558015785,16.839097653169457
2003-12-31,5.183363676309051,-6.555585235280459,16.92231258789856
2004-12-31,5.274120305041267,-6.45728726081529,17.005527870897822
2005-12-31,5.364876933773482,-6.358989635292348,17.088743502839314
2006-12-31,5.455633562505698,-6.260692359385406,17.1719594843968
2007-12-31,5.546390191237912,-6.1623954337699365,17.25517581624576
2008-12-31,5.637146819970127,-6.064098859123126,17.33839249906338
2009-12-31,5.727903448702342,-5.965802636123874,17.42160953352856
2010-12-31,5.818660077434558,-5.8675067654528,17.504826920321918
2011-12-31,5.909416706166773,-5.769211247792251,17.588044660125796
2012-12-31,6.000173334898989,-5.670916083826302,17.67126275362428
2013-12-31,6.090929963631203,-5.572621274240768,17.754481201503175
2014-12-31,6.181686592363418,-5.474326819723203,17.83770000445004
2015-12-31,6.272443221095633,-5.376032720962906,17.920919163154174
2016-12-31,6.363199849827849,-5.277738978650937,18.004138678306635
2017-12-31,6.453956478560064,-5.179445593480111,18.08735855060024
2018-12-31,6.54471310729228,-5.081152566144997,18.170578780729556
2019-12-31,6.635469736024494,-4.9828598973419505,18.25379936939094
2020-12-31,6.726226364756709,-4.884567587769082,18.3370203172825
2021-12-31,6.816982993488924,-4.7862756381263,18.420241625104147
2022-12-31,6.90773962222114,-4.6879840491152915,18.503463293557573
2023-12-31,6.998496250953355,-4.589692821439529,18.586685323346238
2024-12-31,7.089252879685571,-4.491401955804292,18.669907715175434
